cityLabel,population,countryCode,country
Chongqing,32054159,CN,http://www.wikidata.org/entity/Q148
Delhi,26495000,IN,http://www.wikidata.org/entity/Q668
Shanghai,24870895,CN,http://www.wikidata.org/entity/Q148
Greater Mexico City,21905000,MX,http://www.wikidata.org/entity/Q96
Beijing,21893095,CN,http://www.wikidata.org/entity/Q148
Chengdu,20937757,CN,http://www.wikidata.org/entity/Q148
New York metropolitan area,19940274,US,http://www.wikidata.org/entity/Q30
Guangzhou,18676605,CN,http://www.wikidata.org/entity/Q148
Shenzhen,17494398,CN,http://www.wikidata.org/entity/Q148
Dhaka,16800000,BD,http://www.wikidata.org/entity/Q902
Istanbul,15655924,TR,http://www.wikidata.org/entity/Q43
Mumbai,15414288,IN,http://www.wikidata.org/entity/Q668
Lagos,15070000,NG,http://www.wikidata.org/entity/Q1033
Karachi,14910352,PK,http://www.wikidata.org/entity/Q843
Kinshasa,14565700,CD,http://www.wikidata.org/entity/Q974
Tokyo,14264798,JP,http://www.wikidata.org/entity/Q17
Ho Chi Minh City,14002598,VN,http://www.wikidata.org/entity/Q881
Metro Manila,14001751,PH,http://www.wikidata.org/entity/Q928
Greater Buenos Aires,13985794,AR,http://www.wikidata.org/entity/Q414
Tianjin,13866009,CN,http://www.wikidata.org/entity/Q148
Moscow,13274285,RU,http://www.wikidata.org/entity/Q159
Xi'an,12952907,CN,http://www.wikidata.org/entity/Q148
Suzhou,12748262,CN,http://www.wikidata.org/entity/Q148
Zhengzhou,12600574,CN,http://www.wikidata.org/entity/Q148
Bengaluru,12327000,IN,http://www.wikidata.org/entity/Q668
Wuhan,12326518,CN,http://www.wikidata.org/entity/Q148
Hangzhou,11936010,CN,http://www.wikidata.org/entity/Q148
Greater Rio de Janeiro,11900000,BR,http://www.wikidata.org/entity/Q155
Baoding,11544036,CN,http://www.wikidata.org/entity/Q148
São Paulo,11451999,BR,http://www.wikidata.org/entity/Q155
Jakarta,11135191,ID,http://www.wikidata.org/entity/Q252
Lahore,11126285,PK,http://www.wikidata.org/entity/Q843
Linyi,11018365,CN,http://www.wikidata.org/entity/Q148
Shijiazhuang,10640458,CN,http://www.wikidata.org/entity/Q148
Dongguan,10466625,CN,http://www.wikidata.org/entity/Q148
Zhengzhou,10136000,CN,http://www.wikidata.org/entity/Q148
Qingdao,10071722,CN,http://www.wikidata.org/entity/Q148
Changsha,10047914,CN,http://www.wikidata.org/entity/Q148
Harbin,10009854,CN,http://www.wikidata.org/entity/Q148
Lima,9943800,PE,http://www.wikidata.org/entity/Q419
Cairo,9801536,EG,http://www.wikidata.org/entity/Q79
Nanyang,9713112,CN,http://www.wikidata.org/entity/Q148
Seoul,9668465,KR,http://www.wikidata.org/entity/Q884
Tokyo,9640742,JP,http://www.wikidata.org/entity/Q17
Wenzhou,9572903,CN,http://www.wikidata.org/entity/Q148
Foshan,9498863,CN,http://www.wikidata.org/entity/Q148
Handan,9413990,CN,http://www.wikidata.org/entity/Q148
Ningbo,9404283,CN,http://www.wikidata.org/entity/Q148
Weifang,9386705,CN,http://www.wikidata.org/entity/Q148
Hefei,9369881,CN,http://www.wikidata.org/entity/Q148
Nanjing,9314685,CN,http://www.wikidata.org/entity/Q148
Mexico City,9209944,MX,http://www.wikidata.org/entity/Q96
Jinan,9202432,CN,http://www.wikidata.org/entity/Q148
Hyderabad,9191000,IN,http://www.wikidata.org/entity/Q668
Xuzhou,9083790,CN,http://www.wikidata.org/entity/Q148
Shenyang,9070093,CN,http://www.wikidata.org/entity/Q148
Changchun,9066906,CN,http://www.wikidata.org/entity/Q148
Zhoukou,9026015,CN,http://www.wikidata.org/entity/Q148
Kuala Lumpur,9000280,MY,http://www.wikidata.org/entity/Q833
Ganzhou,8970014,CN,http://www.wikidata.org/entity/Q148
New York City,8804190,US,http://www.wikidata.org/entity/Q30
London,8799728,GB,http://www.wikidata.org/entity/Q145
Heze,8795939,CN,http://www.wikidata.org/entity/Q148
Quanzhou,8782285,CN,http://www.wikidata.org/entity/Q148
Nanning,8741584,CN,http://www.wikidata.org/entity/Q148
Hanoi,8717600,VN,http://www.wikidata.org/entity/Q881
Tehran,8693706,IR,http://www.wikidata.org/entity/Q794
Kunming,8460088,CN,http://www.wikidata.org/entity/Q148
Hanoi,8435650,VN,http://www.wikidata.org/entity/Q881
Jining,8357897,CN,http://www.wikidata.org/entity/Q148
Hanoi,8330800,VN,http://www.wikidata.org/entity/Q881
Fuzhou,8291268,CN,http://www.wikidata.org/entity/Q148
Hanoi,8246600,VN,http://www.wikidata.org/entity/Q881
Fuyang,8200264,CN,http://www.wikidata.org/entity/Q148
Baghdad,8126755,IQ,http://www.wikidata.org/entity/Q796
Veracruz,8062579,MX,http://www.wikidata.org/entity/Q96
Bogotá,8034649,CO,http://www.wikidata.org/entity/Q739
Shangqiu,7816831,CN,http://www.wikidata.org/entity/Q148
Hanoi,7785000,VN,http://www.wikidata.org/entity/Q881
Nantong,7726635,CN,http://www.wikidata.org/entity/Q148
Tangshan,7717983,CN,http://www.wikidata.org/entity/Q148
Ahmedabad,7645000,IN,http://www.wikidata.org/entity/Q668
Ningbo,7639000,CN,http://www.wikidata.org/entity/Q148
Hanoi,7587800,VN,http://www.wikidata.org/entity/Q881
Wuxi,7462135,CN,http://www.wikidata.org/entity/Q148
Dalian,7450785,CN,http://www.wikidata.org/entity/Q148
Hong Kong,7413070,CN,http://www.wikidata.org/entity/Q148
Cangzhou,7300783,CN,http://www.wikidata.org/entity/Q148
Xingtai,7111106,CN,http://www.wikidata.org/entity/Q148
Yantai,7102116,CN,http://www.wikidata.org/entity/Q148
Luoyang,7056699,CN,http://www.wikidata.org/entity/Q148
Jinhua,7050683,CN,http://www.wikidata.org/entity/Q148
Riyadh,7009100,SA,http://www.wikidata.org/entity/Q851
Zhumadian,7008427,CN,http://www.wikidata.org/entity/Q148
Zhanjiang,6981236,CN,http://www.wikidata.org/entity/Q148
Bijie,6899636,CN,http://www.wikidata.org/entity/Q148
Yangon,6874000,MM,http://www.wikidata.org/entity/Q836
Yancheng,6709629,CN,http://www.wikidata.org/entity/Q148
Hengyang,6645243,CN,http://www.wikidata.org/entity/Q148
Taizhou,6622888,CN,http://www.wikidata.org/entity/Q148
Zunyi,6606675,CN,http://www.wikidata.org/entity/Q148
Chennai,6599000,IN,http://www.wikidata.org/entity/Q668
Shaoyang,6563520,CN,http://www.wikidata.org/entity/Q148
Shangrao,6491088,CN,http://www.wikidata.org/entity/Q148
Huanggang,6333000,CN,http://www.wikidata.org/entity/Q148
Maoming,6313200,CN,http://www.wikidata.org/entity/Q148
Zunyi,6270700,CN,http://www.wikidata.org/entity/Q148
Santiago,6269384,PE,http://www.wikidata.org/entity/Q419
Santiago,6257516,CL,http://www.wikidata.org/entity/Q298
Nanchang,6255007,CN,http://www.wikidata.org/entity/Q148
Xinxiang,6251929,CN,http://www.wikidata.org/entity/Q148
Xinyang,6234401,CN,http://www.wikidata.org/entity/Q148
Rio de Janeiro,6211223,BR,http://www.wikidata.org/entity/Q155
Pune,6200000,IN,http://www.wikidata.org/entity/Q668
Maoming,6174050,CN,http://www.wikidata.org/entity/Q148
Huizhou,6042852,CN,http://www.wikidata.org/entity/Q148
Guiyang,5987018,CN,http://www.wikidata.org/entity/Q148
Prayagraj,5954391,IN,http://www.wikidata.org/entity/Q668
Liaocheng,5952128,CN,http://www.wikidata.org/entity/Q148
Surat,5935000,IN,http://www.wikidata.org/entity/Q668
Huanggang,5882719,CN,http://www.wikidata.org/entity/Q148
Singapore,5866139,SG,http://www.wikidata.org/entity/Q334
Yulin,5849700,CN,http://www.wikidata.org/entity/Q148
Changde,5827200,CN,http://www.wikidata.org/entity/Q148
Ankara,5803482,TR,http://www.wikidata.org/entity/Q43
Yueyang,5797100,CN,http://www.wikidata.org/entity/Q148
Yulin,5796766,CN,http://www.wikidata.org/entity/Q148
Qujing,5765775,CN,http://www.wikidata.org/entity/Q148
Xinxiang,5708191,CN,http://www.wikidata.org/entity/Q148
Addis Ababa,5704000,ET,http://www.wikidata.org/entity/Q115
Pudong,5681512,CN,http://www.wikidata.org/entity/Q148
Xiangyang,5680000,CN,http://www.wikidata.org/entity/Q148
Bangkok,5676648,TH,http://www.wikidata.org/entity/Q869
Saint Petersburg,5652922,RU,http://www.wikidata.org/entity/Q159
Abidjan,5616633,CI,http://www.wikidata.org/entity/Q1008
Dezhou,5611194,CN,http://www.wikidata.org/entity/Q148
Nanchong,5607565,CN,http://www.wikidata.org/entity/Q148
Jieyang,5577814,CN,http://www.wikidata.org/entity/Q148
Yichun,5573200,CN,http://www.wikidata.org/entity/Q148
Jingzhou,5570100,CN,http://www.wikidata.org/entity/Q148
Nairobi,5545000,KE,http://www.wikidata.org/entity/Q114
Shantou,5502031,CN,http://www.wikidata.org/entity/Q148
Anyang,5477614,CN,http://www.wikidata.org/entity/Q148
Tai'an,5472217,CN,http://www.wikidata.org/entity/Q148
Dazhou,5468097,CN,http://www.wikidata.org/entity/Q148
Langfang,5464087,CN,http://www.wikidata.org/entity/Q148
Sydney,5450496,AU,http://www.wikidata.org/entity/Q408
Suihua,5418153,CN,http://www.wikidata.org/entity/Q148
Jiaxing,5400868,CN,http://www.wikidata.org/entity/Q148
Dazhou,5385422,CN,http://www.wikidata.org/entity/Q148
Qiqihar,5367003,CN,http://www.wikidata.org/entity/Q148
Alexandria,5362517,EG,http://www.wikidata.org/entity/Q79
Melbourne,5350705,AU,http://www.wikidata.org/entity/Q408
Khartoum,5345000,SD,http://www.wikidata.org/entity/Q1049
Kabul,5333284,AF,http://www.wikidata.org/entity/Q889
Suzhou,5324476,CN,http://www.wikidata.org/entity/Q148
Taiyuan,5304061,CN,http://www.wikidata.org/entity/Q148
Yongzhou,5289824,CN,http://www.wikidata.org/entity/Q148
Changde,5279102,CN,http://www.wikidata.org/entity/Q148
Changzhou,5278121,CN,http://www.wikidata.org/entity/Q148
Shaoxing,5270977,CN,http://www.wikidata.org/entity/Q148
Xiangyang,5260951,CN,http://www.wikidata.org/entity/Q148
Jingzhou,5231180,CN,http://www.wikidata.org/entity/Q148
Xiamen,5163970,CN,http://www.wikidata.org/entity/Q148
Yuncheng,5134779,CN,http://www.wikidata.org/entity/Q148
Zhaotong,5092611,CN,http://www.wikidata.org/entity/Q148
Guilin,5085500,CN,http://www.wikidata.org/entity/Q148
Zhangzhou,5054328,CN,http://www.wikidata.org/entity/Q148
Yueyang,5051922,CN,http://www.wikidata.org/entity/Q148
Nanchang,5042566,CN,http://www.wikidata.org/entity/Q148
Yichun,5007702,CN,http://www.wikidata.org/entity/Q148
Bozhou,4996844,CN,http://www.wikidata.org/entity/Q148
Pingdingshan,4987137,CN,http://www.wikidata.org/entity/Q148
Suqian,4986192,CN,http://www.wikidata.org/entity/Q148
Huaihua,4979600,CN,http://www.wikidata.org/entity/Q148
Ji'an,4956600,CN,http://www.wikidata.org/entity/Q148
City of Johannesburg Metropolitan Municipality,4949347,ZA,http://www.wikidata.org/entity/Q258
Guilin,4931137,CN,http://www.wikidata.org/entity/Q148
Xiaogan,4921000,CN,http://www.wikidata.org/entity/Q148
Pingdingshan,4904701,CN,http://www.wikidata.org/entity/Q148
Jiujiang,4896800,CN,http://www.wikidata.org/entity/Q148
Yibin,4887242,CN,http://www.wikidata.org/entity/Q148
Mianyang,4868243,CN,http://www.wikidata.org/entity/Q148
Huizhou,4830000,CN,http://www.wikidata.org/entity/Q148
Kaifeng,4824016,CN,http://www.wikidata.org/entity/Q148
Johannesburg,4803262,ZA,http://www.wikidata.org/entity/Q258
Jiangmen,4798090,CN,http://www.wikidata.org/entity/Q148
Yuncheng,4774508,CN,http://www.wikidata.org/entity/Q148
Chenzhou,4744500,CN,http://www.wikidata.org/entity/Q148
Dar es Salaam,4715000,TZ,http://www.wikidata.org/entity/Q924
Zibo,4704138,CN,http://www.wikidata.org/entity/Q148
Jeddah,4697000,SA,http://www.wikidata.org/entity/Q851
Weinan,4688744,CN,http://www.wikidata.org/entity/Q148
Chenzhou,4667134,CN,http://www.wikidata.org/entity/Q148
Jiangmen,4630300,CN,http://www.wikidata.org/entity/Q148
Mianyang,4613862,CN,http://www.wikidata.org/entity/Q148
Jiujiang,4600276,CN,http://www.wikidata.org/entity/Q148
Lianyungang,4599360,CN,http://www.wikidata.org/entity/Q148
Yibin,4588804,CN,http://www.wikidata.org/entity/Q148
Huaihua,4587594,CN,http://www.wikidata.org/entity/Q148
Kanpur,4581268,IN,http://www.wikidata.org/entity/Q668
Kaifeng,4564900,CN,http://www.wikidata.org/entity/Q148
Yangzhou,4559797,CN,http://www.wikidata.org/entity/Q148
Huai'an,4556230,CN,http://www.wikidata.org/entity/Q148
Taizhou,4512762,CN,http://www.wikidata.org/entity/Q148
Jiaxing,4501657,CN,http://www.wikidata.org/entity/Q148
Kolkata,4496694,IN,http://www.wikidata.org/entity/Q668
İzmir,4493242,TR,http://www.wikidata.org/entity/Q43
Hengshui,4472000,CN,http://www.wikidata.org/entity/Q148
Yibin,4471896,CN,http://www.wikidata.org/entity/Q148
Ji'an,4469176,CN,http://www.wikidata.org/entity/Q148
Yangzhou,4459760,CN,http://www.wikidata.org/entity/Q148
Giza,4458135,EG,http://www.wikidata.org/entity/Q79
City of Johannesburg Metropolitan Municipality,4434827,ZA,http://www.wikidata.org/entity/Q258
Đồng Nai,4427700,VN,http://www.wikidata.org/entity/Q881
Zhongshan,4418060,CN,http://www.wikidata.org/entity/Q148
Yiyang,4413800,CN,http://www.wikidata.org/entity/Q148
Jilin City,4413157,CN,http://www.wikidata.org/entity/Q148
Guigang,4409200,CN,http://www.wikidata.org/entity/Q148
Lu'an,4393699,CN,http://www.wikidata.org/entity/Q148
Xuchang,4379998,CN,http://www.wikidata.org/entity/Q148
Meizhou,4378800,CN,http://www.wikidata.org/entity/Q148
Lanzhou,4359446,CN,http://www.wikidata.org/entity/Q148
Langfang,4358839,CN,http://www.wikidata.org/entity/Q148
Kano,4348000,NG,http://www.wikidata.org/entity/Q1033
Zhangjiakou,4345485,CN,http://www.wikidata.org/entity/Q148
Chifeng,4341245,CN,http://www.wikidata.org/entity/Q148
Nanchang,4331668,CN,http://www.wikidata.org/entity/Q148
Guigang,4316262,CN,http://www.wikidata.org/entity/Q148
Xuchang,4307488,CN,http://www.wikidata.org/entity/Q148
Xiaogan,4270371,CN,http://www.wikidata.org/entity/Q148
Luzhou,4254149,CN,http://www.wikidata.org/entity/Q148
Bamako,4227569,ML,http://www.wikidata.org/entity/Q912
Luzhou,4218427,CN,http://www.wikidata.org/entity/Q148
Hengshui,4212933,CN,http://www.wikidata.org/entity/Q148
Anqing,4165284,CN,http://www.wikidata.org/entity/Q148
Liuzhou,4157934,CN,http://www.wikidata.org/entity/Q148
Zhaoqing,4151700,CN,http://www.wikidata.org/entity/Q148
Guang'an,4124100,CN,http://www.wikidata.org/entity/Q148
Zhangjiakou,4118908,CN,http://www.wikidata.org/entity/Q148
Zhaoqing,4113594,CN,http://www.wikidata.org/entity/Q148
Qiqihar,4067489,CN,http://www.wikidata.org/entity/Q148
Ürümqi,4054369,CN,http://www.wikidata.org/entity/Q148
Fuzhou,4047200,CN,http://www.wikidata.org/entity/Q148
New Taipei,4046037,TW,http://www.wikidata.org/entity/Q865
Chifeng,4035967,CN,http://www.wikidata.org/entity/Q148
Zhuzhou,4020800,CN,http://www.wikidata.org/entity/Q148
Yichang,4017607,CN,http://www.wikidata.org/entity/Q148
Amman,4007526,JO,http://www.wikidata.org/entity/Q810
Chuzhou,3987054,CN,http://www.wikidata.org/entity/Q148
Linfen,3976481,CN,http://www.wikidata.org/entity/Q148
Qingyuan,3969473,CN,http://www.wikidata.org/entity/Q148
Xianyang,3959842,CN,http://www.wikidata.org/entity/Q148
Dubai,3944751,AE,http://www.wikidata.org/entity/Q878
Chuzhou,3937868,CN,http://www.wikidata.org/entity/Q148
Loudi,3931800,CN,http://www.wikidata.org/entity/Q148
Binzhou,3928568,CN,http://www.wikidata.org/entity/Q148
Kumasi,3903480,GH,http://www.wikidata.org/entity/Q117
Zhuzhou,3902738,CN,http://www.wikidata.org/entity/Q148
Los Angeles,3898747,US,http://www.wikidata.org/entity/Q30
Deyang,3877000,CN,http://www.wikidata.org/entity/Q148
Qingyuan,3874000,CN,http://www.wikidata.org/entity/Q148
Meizhou,3873239,CN,http://www.wikidata.org/entity/Q148
Zaozhuang,3855601,CN,http://www.wikidata.org/entity/Q148
Yiyang,3851564,CN,http://www.wikidata.org/entity/Q148
Loudi,3826996,CN,http://www.wikidata.org/entity/Q148
Berlin,3782202,DE,http://www.wikidata.org/entity/Q183
Cape Town,3776313,ZA,http://www.wikidata.org/entity/Q258
Puyang,3772088,CN,http://www.wikidata.org/entity/Q148
Yokohama,3757630,JP,http://www.wikidata.org/entity/Q17
Suihua,3756167,CN,http://www.wikidata.org/entity/Q148
City of Cape Town,3740026,ZA,http://www.wikidata.org/entity/Q258
Lüliang,3727068,CN,http://www.wikidata.org/entity/Q148
Neijiang,3702847,CN,http://www.wikidata.org/entity/Q148
eThekwini Metropolitan Municipality,3702231,ZA,http://www.wikidata.org/entity/Q258
Baise,3669400,CN,http://www.wikidata.org/entity/Q148
Wuhu,3644420,CN,http://www.wikidata.org/entity/Q148
Yulin,3624750,CN,http://www.wikidata.org/entity/Q148
Jilin City,3623713,CN,http://www.wikidata.org/entity/Q148
Fuzhou,3614866,CN,http://www.wikidata.org/entity/Q148
Puyang,3598740,CN,http://www.wikidata.org/entity/Q148
Jiaozuo,3590700,CN,http://www.wikidata.org/entity/Q148
Baise,3571505,CN,http://www.wikidata.org/entity/Q148
Hechi,3545700,CN,http://www.wikidata.org/entity/Q148
Jiaozuo,3521078,CN,http://www.wikidata.org/entity/Q148
Madrid,3506730,ES,http://www.wikidata.org/entity/Q29
Port Harcourt,3480000,NG,http://www.wikidata.org/entity/Q1033
Chengde,3473201,CN,http://www.wikidata.org/entity/Q148
Deyang,3456161,CN,http://www.wikidata.org/entity/Q148
Busan,3453198,KR,http://www.wikidata.org/entity/Q884
Hohhot,3446100,CN,http://www.wikidata.org/entity/Q148
Hechi,3417945,CN,http://www.wikidata.org/entity/Q148
Lüliang,3398431,CN,http://www.wikidata.org/entity/Q148
Shiyan,3398000,CN,http://www.wikidata.org/entity/Q148
Siping,3385156,CN,http://www.wikidata.org/entity/Q148
Lucknow,3382000,IN,http://www.wikidata.org/entity/Q668
Jinzhong,3379498,CN,http://www.wikidata.org/entity/Q148
City of Ekurhuleni Metropolitan Municipality,3379104,ZA,http://www.wikidata.org/entity/Q258
Huzhou,3367579,CN,http://www.wikidata.org/entity/Q148
Chengde,3354444,CN,http://www.wikidata.org/entity/Q148
Changzhi,3334565,CN,http://www.wikidata.org/entity/Q148
Madrid city,3332035,ES,http://www.wikidata.org/entity/Q29
Anshan,3325372,CN,http://www.wikidata.org/entity/Q148
Port Harcourt,3325000,NG,http://www.wikidata.org/entity/Q1033
Baoji,3321853,CN,http://www.wikidata.org/entity/Q148
Datong,3318054,CN,http://www.wikidata.org/entity/Q148
Qinzhou,3304400,CN,http://www.wikidata.org/entity/Q148
Qinzhou,3302238,CN,http://www.wikidata.org/entity/Q148
Tongren,3298468,CN,http://www.wikidata.org/entity/Q148
Bengbu,3296408,CN,http://www.wikidata.org/entity/Q148
Bazhong,3283148,CN,http://www.wikidata.org/entity/Q148
City of Tshwane Metropolitan Municipality,3275152,ZA,http://www.wikidata.org/entity/Q258
Zhongshan,3260000,CN,http://www.wikidata.org/entity/Q148
Đồng Nai,3255810,VN,http://www.wikidata.org/entity/Q881
Guang'an,3254883,CN,http://www.wikidata.org/entity/Q148
Suining,3252619,CN,http://www.wikidata.org/entity/Q148
Jinzhong,3249425,CN,http://www.wikidata.org/entity/Q148
Leshan,3235759,CN,http://www.wikidata.org/entity/Q148
Chittagong,3230507,BD,http://www.wikidata.org/entity/Q902
Casablanca,3218036,CL,http://www.wikidata.org/entity/Q298
Casablanca,3215935,MA,http://www.wikidata.org/entity/Q1028
Hanzhong,3211462,CN,http://www.wikidata.org/entity/Q148
Putian,3210714,CN,http://www.wikidata.org/entity/Q148
Zhenjiang,3210418,CN,http://www.wikidata.org/entity/Q148
Shiyan,3209004,CN,http://www.wikidata.org/entity/Q148
Cần Thơ,3207000,VN,http://www.wikidata.org/entity/Q881
Guang'an,3205476,CN,http://www.wikidata.org/entity/Q148
Faisalabad,3203846,PK,http://www.wikidata.org/entity/Q843
Changzhi,3180884,CN,http://www.wikidata.org/entity/Q148
City of Ekurhuleni Metropolitan Municipality,3178470,ZA,http://www.wikidata.org/entity/Q258
Tongren,3168800,CN,http://www.wikidata.org/entity/Q148
Leshan,3160168,CN,http://www.wikidata.org/entity/Q148
Santa Cruz de la Sierra,3151676,BO,http://www.wikidata.org/entity/Q750
Ningde,3146789,CN,http://www.wikidata.org/entity/Q148
Neijiang,3140678,CN,http://www.wikidata.org/entity/Q148
Tongliao,3139153,CN,http://www.wikidata.org/entity/Q148
Qinhuangdao,3136879,CN,http://www.wikidata.org/entity/Q148
Jinzhou,3126463,CN,http://www.wikidata.org/entity/Q148
Buenos Aires,3121707,AR,http://www.wikidata.org/entity/Q414
Qinhuangdao,3107400,CN,http://www.wikidata.org/entity/Q148
Datong,3105591,CN,http://www.wikidata.org/entity/Q148
Vadodara,3100260,IN,http://www.wikidata.org/entity/Q668
Heyuan,3093900,CN,http://www.wikidata.org/entity/Q148
Quezon City,3084270,PH,http://www.wikidata.org/entity/Q928
Jaipur,3073350,IN,http://www.wikidata.org/entity/Q668
Xinzhou,3067501,CN,http://www.wikidata.org/entity/Q148
Wuzhou,3061100,CN,http://www.wikidata.org/entity/Q148
Incheon,3049315,KR,http://www.wikidata.org/entity/Q884
Chaoyang,3044641,CN,http://www.wikidata.org/entity/Q148
Taichung,3033885,TW,http://www.wikidata.org/entity/Q865
Huainan,3033528,CN,http://www.wikidata.org/entity/Q148
Liupanshui,3031602,CN,http://www.wikidata.org/entity/Q148
Surabaya,3009286,ID,http://www.wikidata.org/entity/Q252
Shaoguan,2997600,CN,http://www.wikidata.org/entity/Q148
Brasília,2996899,BR,http://www.wikidata.org/entity/Q155
Kuwait City,2989000,KW,http://www.wikidata.org/entity/Q817
Tianshui,2984659,CN,http://www.wikidata.org/entity/Q148
Rizhao,2968365,CN,http://www.wikidata.org/entity/Q148
Sanaa,2957000,YE,http://www.wikidata.org/entity/Q805
Tashkent,2956384,UZ,http://www.wikidata.org/entity/Q265
Meishan,2955219,CN,http://www.wikidata.org/entity/Q148
Kyiv,2952301,UA,http://www.wikidata.org/entity/Q212
Meishan,2950545,CN,http://www.wikidata.org/entity/Q148
Liupanshui,2950500,CN,http://www.wikidata.org/entity/Q148
City of Tshwane Metropolitan Municipality,2921488,ZA,http://www.wikidata.org/entity/Q258
Weihai,2906548,CN,http://www.wikidata.org/entity/Q148
Daqing,2904532,CN,http://www.wikidata.org/entity/Q148
Bursa,2901396,TR,http://www.wikidata.org/entity/Q43
Jingmen,2897500,CN,http://www.wikidata.org/entity/Q148
Huzhou,2893542,CN,http://www.wikidata.org/entity/Q148
Mbuji-Mayi,2892000,CD,http://www.wikidata.org/entity/Q974
Bandung,2875673,ID,http://www.wikidata.org/entity/Q252
Haikou,2873358,CN,http://www.wikidata.org/entity/Q148
Tongliao,2873168,CN,http://www.wikidata.org/entity/Q148
Chaoyang,2872857,CN,http://www.wikidata.org/entity/Q148
Taichung,2867537,TW,http://www.wikidata.org/entity/Q865
Xiangtan,2864800,CN,http://www.wikidata.org/entity/Q148
Pyongyang,2863000,KP,http://www.wikidata.org/entity/Q423
Yinchuan,2859074,CN,http://www.wikidata.org/entity/Q148
Shaoguan,2855131,CN,http://www.wikidata.org/entity/Q148
Heyuan,2837686,CN,http://www.wikidata.org/entity/Q148
San Luis Potosí,2822255,MX,http://www.wikidata.org/entity/Q96
Wuzhou,2820977,CN,http://www.wikidata.org/entity/Q148
Da Nang,2819900,VN,http://www.wikidata.org/entity/Q881
Suining,2814196,CN,http://www.wikidata.org/entity/Q148
Omdurman,2805396,SD,http://www.wikidata.org/entity/Q1049
Mudanjiang,2798723,CN,http://www.wikidata.org/entity/Q148
Toronto,2794356,CA,http://www.wikidata.org/entity/Q16
Daqing,2781562,CN,http://www.wikidata.org/entity/Q148
Douala,2768436,CM,http://www.wikidata.org/entity/Q1009
Osaka,2751862,JP,http://www.wikidata.org/entity/Q17
Songyuan,2750000,CN,http://www.wikidata.org/entity/Q148
Rome,2748109,IT,http://www.wikidata.org/entity/Q38
Chicago,2746388,US,http://www.wikidata.org/entity/Q30
Shanwei,2738482,CN,http://www.wikidata.org/entity/Q148
Kaohsiung,2733964,TW,http://www.wikidata.org/entity/Q865
Xiangtan,2726181,CN,http://www.wikidata.org/entity/Q148
Longyan,2723637,CN,http://www.wikidata.org/entity/Q148
Kaohsiung,2721500,TW,http://www.wikidata.org/entity/Q865
Tieling,2717732,CN,http://www.wikidata.org/entity/Q148
Bazhong,2712894,CN,http://www.wikidata.org/entity/Q148
Baotou,2709378,CN,http://www.wikidata.org/entity/Q148
Brisbane,2706966,AU,http://www.wikidata.org/entity/Q408
Jinzhou,2703853,CN,http://www.wikidata.org/entity/Q148
Dingxi,2698624,CN,http://www.wikidata.org/entity/Q148
Xinzhou,2689668,CN,http://www.wikidata.org/entity/Q148
Damascus,2685360,SY,http://www.wikidata.org/entity/Q858
Nanping,2680645,CN,http://www.wikidata.org/entity/Q148
Zigong,2678899,CN,http://www.wikidata.org/entity/Q148
Gazipur,2677715,BD,http://www.wikidata.org/entity/Q902
Shanwei,2672819,CN,http://www.wikidata.org/entity/Q148
Xianning,2658316,CN,http://www.wikidata.org/entity/Q148
Chaozhou,2656600,CN,http://www.wikidata.org/entity/Q148
Baotou,2650364,CN,http://www.wikidata.org/entity/Q148
Guayaquil,2650288,EC,http://www.wikidata.org/entity/Q736
Huludao,2623541,CN,http://www.wikidata.org/entity/Q148
Yangjiang,2602959,CN,http://www.wikidata.org/entity/Q148
Jingmen,2596927,CN,http://www.wikidata.org/entity/Q148
Ziyang,2593843,CN,http://www.wikidata.org/entity/Q148
Chittagong,2581643,BD,http://www.wikidata.org/entity/Q902
Fortaleza,2578483,BR,http://www.wikidata.org/entity/Q155
Longnan,2567718,CN,http://www.wikidata.org/entity/Q148
Ibadan,2559853,NG,http://www.wikidata.org/entity/Q1033
Jiamusi,2552097,CN,http://www.wikidata.org/entity/Q148
Ibadan,2550593,NG,http://www.wikidata.org/entity/Q1033
Hulunbuir,2549252,CN,http://www.wikidata.org/entity/Q148
Xianning,2548400,CN,http://www.wikidata.org/entity/Q148
El Paso–Juárez,2539946,US,http://www.wikidata.org/entity/Q30
El Paso–Juárez,2539946,MX,http://www.wikidata.org/entity/Q96
Medellín,2529403,CO,http://www.wikidata.org/entity/Q739
Dingxi,2524097,CN,http://www.wikidata.org/entity/Q148
Lishui,2507396,CN,http://www.wikidata.org/entity/Q148
Xuancheng,2500063,CN,http://www.wikidata.org/entity/Q148
Waqooyi-Bari,2500000,SO,http://www.wikidata.org/entity/Q1045
Ankang,2493436,CN,http://www.wikidata.org/entity/Q148
Havana,2492618,CU,http://www.wikidata.org/entity/Q241
Zigong,2489256,CN,http://www.wikidata.org/entity/Q148
Luanda,2487444,AO,http://www.wikidata.org/entity/Q916
Sanming,2486450,CN,http://www.wikidata.org/entity/Q148
Guangyuan,2484122,CN,http://www.wikidata.org/entity/Q148
Huangshi,2471700,CN,http://www.wikidata.org/entity/Q148
Cali,2471474,CO,http://www.wikidata.org/entity/Q739
Anshun,2470630,CN,http://www.wikidata.org/entity/Q148
Huangshi,2469079,CN,http://www.wikidata.org/entity/Q148
Xining,2467965,CN,http://www.wikidata.org/entity/Q148
